date,equity
2020-05-28,127427.87991676565
2020-05-29,128318.67112594077
2020-06-01,130064.18874193841
2020-06-02,128873.63208715223
2020-06-03,126978.5973933843
2020-06-04,127955.63680228197
2020-06-05,127162.0080966671
2020-06-08,127406.60432490503
2020-06-09,126052.20001636547
2020-06-10,127169.63353758634
2020-06-11,130338.1248502939
2020-06-12,128442.44914005103
2020-06-15,127976.36976542963
2020-06-16,127130.82368100423
2020-06-17,125698.05426150806
2020-06-18,127437.76345669306
2020-06-19,128151.93000772416
2020-06-22,127197.09731055635
2020-06-23,123964.33277942143
2020-06-24,123790.54250863442
2020-06-25,123612.31861731697
2020-06-26,122205.7480531125
2020-06-29,123221.58076971886
2020-06-30,123827.45470693875
2020-07-01,125006.8494925289
2020-07-02,125256.07023725132
2020-07-03,124514.442797575
2020-07-06,123191.83090956476
2020-07-07,125453.21517560152
2020-07-08,125926.40578094331
2020-07-09,127093.86370356541
2020-07-10,125328.80401692726
2020-07-13,124419.21500746529
2020-07-14,123255.51954556267
2020-07-15,123529.78482311493
2020-07-16,124978.77942658488
2020-07-17,124895.29315515158
2020-07-20,125733.92552447424
2020-07-21,127895.81758497717
2020-07-22,128324.71841510951
2020-07-23,126205.33422674358
2020-07-24,126691.07596042786
2020-07-27,125257.73884567506
2020-07-28,123941.49866650757
2020-07-29,124102.38652446124
2020-07-30,124751.24510866558
2020-07-31,115416.59468460275
2020-08-03,115106.80291824538
2020-08-04,115475.12296974956
2020-08-05,114715.92372913449
2020-08-06,113031.02527297985
2020-08-07,110522.37885537306
2020-08-10,111123.27569014466
2020-08-11,112066.96543921262
2020-08-12,112889.14373041426
2020-08-13,114045.10105076253
2020-08-14,114951.95805536005
2020-08-17,114263.63789161862
2020-08-18,114504.95006904888
2020-08-19,114884.07173706952
2020-08-20,115423.86234917585
2020-08-21,115061.7352658851
2020-08-24,115238.20377815413
2020-08-25,114268.25337577335
2020-08-26,113854.47935559855
2020-08-27,113700.9450089209
2020-08-28,113800.166943646
2020-08-31,114077.62422053423
2020-09-01,115424.39499553447
2020-09-02,116137.6225767332
2020-09-03,116754.33740036303
2020-09-04,117361.3944739496
2020-09-07,117501.29243168775
2020-09-08,115641.87577141021
2020-09-09,115955.08251489805
2020-09-10,115483.23147954735
2020-09-11,115214.27324800182
2020-09-14,116659.27236149633
2020-09-15,117509.84369381788
2020-09-16,114988.86532282148
2020-09-17,115979.19795089561
2020-09-18,116214.43573146666
2020-09-21,115702.03579972318
2020-09-22,116475.04937637427
2020-09-23,119161.49349612636
2020-09-24,120290.68567048227
2020-09-25,122406.98004750827
2020-09-28,122926.06996714363
2020-09-29,121057.370456444
2020-09-30,119481.09214904114
2020-10-01,120165.98776160508
2020-10-02,120561.2357267268
2020-10-05,119847.92511912214
2020-10-06,119306.70648913739
2020-10-07,119438.742623367
2020-10-08,119956.22304648615
2020-10-09,119986.97457023396
2020-10-12,119180.4172828424
2020-10-13,119447.87963025771
2020-10-14,118044.51769273827
2020-10-15,117846.65664294966
2020-10-16,117598.04158017845
2020-10-19,116311.25918944716
2020-10-20,116708.54610425702
2020-10-21,116679.81044744705
2020-10-22,117280.75254448764
2020-10-23,115954.28490967046
2020-10-26,115864.12867437214
2020-10-27,116916.61907634056
2020-10-28,117451.8939733842
2020-10-29,117975.26232947309
2020-10-30,118225.5902267491
2020-11-02,117937.93990530472
2020-11-03,116736.94873688716
2020-11-04,115405.79899679386
2020-11-05,115923.66740659496
2020-11-06,115574.98249839587
2020-11-09,114327.94462535229
2020-11-10,115733.54299547698
2020-11-11,117833.69896687951
2020-11-12,118892.64196823332
2020-11-13,120156.30719099207
2020-11-16,120681.3888136707
2020-11-17,123017.26775017614
2020-11-18,124492.88467523378
2020-11-19,127434.95760411782
2020-11-20,126692.26573933932
2020-11-23,128688.12512031844
2020-11-24,128979.94352475279
2020-11-25,128321.67914661468
2020-11-26,128783.35665428218
2020-11-27,128237.19105926463
2020-11-30,129954.6488269649
2020-12-01,129808.68665961544
2020-12-02,128454.28712428104
2020-12-03,126385.8206040389
2020-12-04,127494.34439019802
2020-12-07,123537.93881325683
2020-12-08,123159.8094188818
2020-12-09,121166.52644227787
2020-12-10,120385.17609139487
2020-12-11,120288.71061589965
2020-12-14,120828.72231390221
2020-12-15,120578.04832221844
2020-12-16,121326.63425782663
2020-12-17,123007.67396171777
2020-12-18,122681.50498871577
2020-12-21,121690.51341963597
2020-12-22,120632.05247740688
2020-12-23,120054.56559149486
2020-12-24,121202.06440016865
2020-12-25,123354.42271885586
2020-12-28,124354.05544784639
2020-12-29,124866.29598630918
2020-12-30,124647.4048331885
2020-12-31,125616.03748830201
2021-01-01,125752.13791309945
2021-01-04,125568.1248584587
2021-01-05,123040.9351156039
2021-01-06,121062.19478711265
2021-01-07,120595.69432763202
2021-01-08,121496.06221605105
2021-01-11,121710.15564432088
2021-01-12,121414.24523408042
2021-01-13,121771.63163095075
2021-01-14,121353.14527087104
2021-01-15,122683.31894039041
2021-01-18,123276.21596366476
2021-01-19,123681.61566095217
2021-01-20,123854.7028177317
2021-01-21,124094.19813748212
2021-01-22,125547.58454982324
2021-01-25,126761.49674482271
2021-01-26,127227.87582761233
2021-01-27,126524.68583820619
2021-01-28,125660.75969005455
2021-01-29,128899.69625289112
2021-02-01,129050.35517960932
2021-02-02,127526.22489904026
2021-02-03,126790.61984962878
2021-02-04,127166.71858147717
2021-02-05,127558.87435866115
2021-02-08,126402.47581672495
2021-02-09,131390.77607065218
2021-02-10,130645.27161649124
2021-02-11,129561.29137981731
2021-02-12,130280.55792676938
2021-02-15,132000.67376290724
2021-02-16,133004.4472211182
2021-02-17,135100.8020112777
2021-02-18,134153.05367053382
2021-02-19,132956.46159749271
2021-02-22,134026.73701305393
2021-02-23,135675.98507284827
2021-02-24,134514.7832125546
2021-02-25,134394.72121108422
2021-02-26,133157.78096672794
2021-03-01,135182.45533467818
2021-03-02,140590.36803697748
2021-03-03,140055.577582173
2021-03-04,139871.52325324988
2021-03-05,139691.40936495588
2021-03-08,140516.88054457487
2021-03-09,141844.50930491363
2021-03-10,141162.32114991697
2021-03-11,141754.7965485626
2021-03-12,138636.9754502477
2021-03-15,139457.67743223568
2021-03-16,141083.72196695983
2021-03-17,140373.5477093872
2021-03-18,140422.5326657774
2021-03-19,141022.34363311753
2021-03-22,139533.0418677424
2021-03-23,140160.89237587995
2021-03-24,140764.25635536644
2021-03-25,141929.53995173573
2021-03-26,143254.78258431758
2021-03-29,142013.81603144173
2021-03-30,141626.55660942494
2021-03-31,141128.3206824177
2021-04-01,144626.1502364914
2021-04-02,145288.76566453045
2021-04-05,147397.76607481093
2021-04-06,151172.56367474806
2021-04-07,156376.45863801497
2021-04-08,157692.82520639754
2021-04-09,156904.7954748305
2021-04-12,157441.67208906414
2021-04-13,157084.60772724208
2021-04-14,158359.8445284586
2021-04-15,158397.74022097004
2021-04-16,158309.96736032792
2021-04-19,161034.03464733728
2021-04-20,163838.98262997394
2021-04-21,163333.54358067835
2021-04-22,164659.61314899864
2021-04-23,166716.60997157067
2021-04-26,165718.80605503457
2021-04-27,165313.8120825141
2021-04-28,166230.29237800598
2021-04-29,168430.93687263527
2021-04-30,172108.20065324876
2021-05-03,170280.04911743256
2021-05-04,171092.080720664
2021-05-05,172428.6873075679
2021-05-06,171461.4876446112
2021-05-07,168989.90547729787
2021-05-10,168800.45052846425
2021-05-11,162550.45770121732
2021-05-12,162615.73482014512
2021-05-13,165790.67299436746
2021-05-14,170765.15186894106
2021-05-17,173389.1039931209
2021-05-18,171578.70789998956
2021-05-19,170792.67907403634
2021-05-20,169044.51274462361
2021-05-21,165310.33759981295
2021-05-24,166968.49508073338
2021-05-25,166541.97533805406
2021-05-26,167250.29981220292
2021-05-27,167496.17367921898
2021-05-28,167053.4850896823
2021-05-31,167592.2136068049
2021-06-01,172536.5696037548
2021-06-02,171942.4190541141
2021-06-03,168583.87329051486
2021-06-04,169483.18261239293
2021-06-07,171272.53780718005
2021-06-08,169710.26229466626
2021-06-09,170301.49177965368
2021-06-10,170972.37232284262
2021-06-11,171400.21398545257
2021-06-14,176499.63970164902
2021-06-15,173047.37441054184
2021-06-16,172149.7982856642
2021-06-17,170056.59622459853
2021-06-18,169063.3991933823
2021-06-21,168703.77082208256
2021-06-22,170041.9746585134
2021-06-23,173658.20523829872
2021-06-24,174150.1434829582
2021-06-25,174460.9836967313
2021-06-28,172734.454666188
2021-06-29,174106.00072963478
2021-06-30,176073.5657776436
2021-07-01,178695.56233078416
2021-07-02,177262.7634679485
2021-07-05,182575.99651367773
2021-07-06,184123.13525818294
2021-07-07,182446.0209371825
2021-07-08,181776.003007895
2021-07-09,177404.57422913046
2021-07-12,175891.06102674422
2021-07-13,176308.24283391784
2021-07-14,175979.23005466902
2021-07-15,171142.3351165337
2021-07-16,174944.7960160766
2021-07-19,174857.4488208532
2021-07-20,175238.1364874287
2021-07-21,175400.49257958864
2021-07-22,178318.99450342392
2021-07-23,181296.58706512733
2021-07-26,178765.57803980954
2021-07-27,178422.03105397514
2021-07-28,178836.26741833423
2021-07-29,178524.79148970652
2021-07-30,184158.61260679836
2021-08-02,189435.86042935448
2021-08-03,193466.83712588737
2021-08-04,194740.33220423726
2021-08-05,201248.99406933595
2021-08-06,198619.53162011792
2021-08-09,196520.9863491114
2021-08-10,196181.74255706323
2021-08-11,198813.1258213638
2021-08-12,201308.46311855342
2021-08-13,199532.50574299815
2021-08-16,200917.3641347019
2021-08-17,201146.26656743116
2021-08-18,198944.11463880484
2021-08-19,198173.56918736245
2021-08-20,202052.54883704695
2021-08-23,201106.90213036822
2021-08-24,200502.08621880304
2021-08-25,202840.56117172344
2021-08-26,201335.92815918196
2021-08-27,201846.2178205693
2021-08-30,201329.40638810082
2021-08-31,198524.4143818148
2021-09-01,197937.6683409243
2021-09-02,196153.7568021343
2021-09-03,196478.1365915527
2021-09-06,197253.72239441413
2021-09-07,198821.64039406835
2021-09-08,199098.44136244294
2021-09-09,200255.41512923426
2021-09-10,198714.5192459924
2021-09-13,197070.09804575605
2021-09-14,195598.42938335365
2021-09-15,197889.18276001827
2021-09-16,195447.32197296765
2021-09-17,197279.12473410508
2021-09-20,198916.99348070478
2021-09-21,200904.41022001792
2021-09-22,201412.0248146389
2021-09-23,200778.6029408381
2021-09-24,202637.75910012648
2021-09-27,204755.76576778357
2021-09-28,207587.15432466092
2021-09-29,208772.44412214067
2021-09-30,209004.82888039234
2021-10-01,209210.06043714413
2021-10-04,209132.71904610394
2021-10-05,210097.54667197092
2021-10-06,215011.26195938056
2021-10-07,217207.20306413126
2021-10-08,216507.04387025838
2021-10-11,218609.5451439129
2021-10-12,221062.74694291805
2021-10-13,218947.27299859925
2021-10-14,220123.7667270616
2021-10-15,222512.3496882443
2021-10-18,225020.99825921995
2021-10-19,227798.3818311999
2021-10-20,232013.8912721056
2021-10-21,229695.97279135697
2021-10-22,229184.32753960087
2021-10-25,227088.1649902739
2021-10-26,226990.69200506972
2021-10-27,228989.95190222733
2021-10-28,230305.3122378889
2021-10-29,231600.3880858208
2021-11-01,231018.89384312715
2021-11-02,232938.58525047195
2021-11-03,234546.32546033274
2021-11-04,235860.28394656276
2021-11-05,237760.36110690967
2021-11-08,239921.88494853172
2021-11-09,242791.1437847743
2021-11-10,242679.2274674602
2021-11-11,242318.04746453336
2021-11-12,243305.94395383817
2021-11-15,242783.7958716413
2021-11-16,240533.9334229116
2021-11-17,241119.445547541
2021-11-18,239550.67571959118
2021-11-19,237170.10445433258
2021-11-22,234657.51258183553
2021-11-23,233915.9634432966
2021-11-24,235397.02235760455
2021-11-25,232931.6264425608
2021-11-26,231610.35616097302
2021-11-29,233198.51473256256
2021-11-30,230985.12304928785
2021-12-01,229476.9614519287
2021-12-02,230350.95306348396
2021-12-03,228557.54045890877
2021-12-06,226815.5215149646
2021-12-07,227703.20106298523
2021-12-08,225477.4861414462
2021-12-09,224360.98148292088
2021-12-10,222977.62470089574
2021-12-13,221333.37442343382
2021-12-14,220201.64625724114
2021-12-15,224322.41233279213
2021-12-16,222724.53825725615
2021-12-17,222497.917858271
2021-12-20,218717.9643368707
2021-12-21,216536.8047369926
2021-12-22,218705.6412601649
2021-12-23,221527.91322097473
2021-12-24,220361.9068950169
2021-12-27,218995.26792267113
2021-12-28,212090.15483140186
2021-12-29,213174.983118095
2021-12-30,214106.97678423484
2021-12-31,215367.25249223676
2022-01-03,213263.65750503293
2022-01-04,214369.13505037606
2022-01-05,213845.85554015194
2022-01-06,214219.3872589652
2022-01-07,213866.24206323654
2022-01-10,220231.19990734538
2022-01-11,220914.32372988126
2022-01-12,222859.94122086925
2022-01-13,227884.01873175576
2022-01-14,228666.95658540292
2022-01-17,228888.73887153406
2022-01-18,227203.08091929002
2022-01-19,228293.172589946
2022-01-20,229278.7134690652
2022-01-21,236583.2133627984
2022-01-24,238117.83683178795
2022-01-25,235535.12548089382
2022-01-26,237191.99129078205
2022-01-27,243501.912308446
2022-01-28,241273.37878353833
2022-01-31,240963.5160838818
2022-02-01,242964.71561986214
2022-02-02,243611.62329293165
2022-02-03,241081.70496992272
2022-02-04,243899.30479565475
2022-02-07,241259.0897758144
2022-02-08,241950.49445994562
2022-02-09,248919.39549015948
2022-02-10,250079.79749740797
2022-02-11,249153.40135874625
2022-02-14,244826.11582090615
2022-02-15,242834.54892709613
2022-02-16,243094.454907287
2022-02-17,244818.89777936973
2022-02-18,244242.96268628657
2022-02-21,245056.90676226743
2022-02-22,241013.5935661508
2022-02-23,244909.11479566604
2022-02-24,243723.03589604015
2022-02-25,238385.458250763
2022-02-28,240481.9730816385
2022-03-01,239711.58867121162
2022-03-02,240083.01706190922
2022-03-03,241541.725325387
2022-03-04,238251.94788952256
2022-03-07,231979.82438114923
2022-03-08,228755.45116767177
2022-03-09,229742.9463543288
2022-03-10,229531.5137304871
2022-03-11,230704.8219404722
2022-03-14,231695.46158386813
2022-03-15,231977.8493600861
2022-03-16,229596.63699965383
2022-03-17,229946.6769927339
2022-03-18,234007.52612947163
2022-03-21,224898.87108835726
2022-03-22,223774.25671817263
2022-03-23,224958.413917732
2022-03-24,222181.23766312306
2022-03-25,223871.92812747267
2022-03-28,222826.4061924815
2022-03-29,224118.31649594233
2022-03-30,224674.35074448714
2022-03-31,224510.98480916588
2022-04-01,225255.9007264859
2022-04-04,222924.88573093698
2022-04-05,226477.61190159366
2022-04-06,226553.00549102796
2022-04-07,227737.602488634
2022-04-08,230682.18600508233
2022-04-11,231353.4449053515
2022-04-12,231970.69711386308
2022-04-13,234112.39714809065
2022-04-14,233235.77122302464
2022-04-15,233306.92163844433
2022-04-18,232228.62631014417
2022-04-19,232867.1745767755
2022-04-20,231565.28842942364
2022-04-21,230132.13619004865
2022-04-22,233573.7206945312
2022-04-25,233782.9015912201
2022-04-26,233364.36336344795
2022-04-27,233319.09528791622
2022-04-28,230725.54727093255
2022-04-29,228998.66971202966
2022-05-02,216518.24028829686
2022-05-03,218276.57947217056
2022-05-04,211786.4760454707
2022-05-05,210009.66650109217
2022-05-06,210812.78609537857
2022-05-09,211223.01292956324
2022-05-10,212448.08091430567
2022-05-11,215853.82896184284
2022-05-12,214894.38970202094
2022-05-13,213624.98428981515
2022-05-16,209077.64612301273
2022-05-17,208274.40634162477
2022-05-18,209098.43855959433
2022-05-19,208226.46441182858
2022-05-20,208071.54849703738
2022-05-23,206444.34108046058
2022-05-24,206302.28429209848
2022-05-25,206373.70067895137
2022-05-26,207032.09053568073
2022-05-27,207110.43690166707
2022-05-30,206925.92246221154
2022-05-31,207075.88497088794
2022-06-01,208175.88223716686
2022-06-02,208896.47488784636
2022-06-03,208267.58388885343
2022-06-06,208731.56082821125
2022-06-07,206860.8185944759
2022-06-08,206863.79726331515
2022-06-09,206924.20885207658
2022-06-10,208369.91497283828
2022-06-13,207251.46696886173
2022-06-14,205551.5333559508
2022-06-15,209379.9682305899
2022-06-16,208152.2430236235
2022-06-17,206628.72906864856
2022-06-20,207512.71612076642
2022-06-21,199216.65369061742
2022-06-22,208324.38547296502
2022-06-23,211484.08960366138
2022-06-24,212043.20636695196
2022-06-27,210203.64207818444
2022-06-28,213709.48230424308
2022-06-29,213622.8341063828
2022-06-30,212792.97935937546
2022-07-01,214804.13329965802
2022-07-04,216312.3481497537
2022-07-05,213450.56368670482
2022-07-06,210660.1669577707
2022-07-07,208595.57605590217
2022-07-08,212418.396627002
2022-07-11,214250.01015815086
2022-07-12,211973.780230358
2022-07-13,210101.11364891045
2022-07-14,209555.62306978623
2022-07-15,209393.02592317696
2022-07-18,206687.04933809693
2022-07-19,205978.2863501495
2022-07-20,207322.0665868849
2022-07-21,209879.48288537833
2022-07-22,209098.67068438896
2022-07-25,212074.06426668674
2022-07-26,213000.74201615294
2022-07-27,213838.45254051944
2022-07-28,217692.86641708252
2022-07-29,219075.3598438993
